fileName,sample,individual,tissue,raw.single.reads
G59369.GTEX-12ZZX-2926.2,GTEX-12ZZX-2926-SM-5GCOQ,GTEX-12ZZX,Brain - Cortex,72573333
G25882.GTEX-OIZH-3026-SM-3NB1G.2,GTEX-OIZH-3026-SM-3NB1G,GTEX-OIZH,Artery - Coronary,115240000
G60852.GTEX-13FLW-0011-R6b.2,GTEX-13FLW-0011-R6b-SM-5L3EN,GTEX-13FLW,Brain - Nucleus accumbens (basal ganglia),84266666
G18384.GTEX-QDVJ-1926-SM-2S1PJ.1,GTEX-QDVJ-1926-SM-2S1PJ,GTEX-QDVJ,Muscle - Skeletal,102760000
G32989.GTEX-X88G-0426-SM-47JZ5.3,GTEX-X88G-0426-SM-47JZ5,GTEX-X88G,Artery - Tibial,77560000
G39661.GTEX-UPIC-0926-SM-4IHLV.2,GTEX-UPIC-0926-SM-4IHLV,GTEX-UPIC,Liver,70653333
G35605.GTEX-X8HC-0626-SM-4E3HQ.4,GTEX-X8HC-0626-SM-4E3HQ,GTEX-X8HC,Skin - Not Sun Exposed (Suprapubic),94813333
G53840.GTEX-12ZZX-2826.2,GTEX-12ZZX-2826-SM-5BC6K,GTEX-12ZZX,Brain - Cerebellum,99253333
G60647.GTEX-1399R-0326.2,GTEX-1399R-0326-SM-5KM1X,GTEX-1399R,Adrenal Gland,85413333
G61038.GTEX-13PVQ-0626.2,GTEX-13PVQ-0626-SM-5LU47,GTEX-13PVQ,Skin - Not Sun Exposed (Suprapubic),76080000
G18617.GTEX-RTLS-0226-SM-2TF5E.1,GTEX-RTLS-0226-SM-2TF5E,GTEX-RTLS,Adipose - Subcutaneous,99213333
G62233.GTEX-14BIL-0426.2,GTEX-14BIL-0426-SM-5SIA3,GTEX-14BIL,Nerve - Tibial,73840000
G60333.GTEX-13OVG-1626.2,GTEX-13OVG-1626-SM-5J1NF,GTEX-13OVG,Skin - Not Sun Exposed (Suprapubic),87413333
G34266.GTEX-XBEC-1526-SM-4AT68.2,GTEX-XBEC-1526-SM-4AT68,GTEX-XBEC,Liver,62480000
G35606.GTEX-XBED-2626-SM-4E3J5.4,GTEX-XBED-2626-SM-4E3J5,GTEX-XBED,Muscle - Skeletal,83866666
G16559.GTEX-N7MS-0011-R1a.2,GTEX-N7MS-0011-R1a-SM-2HMJG,GTEX-N7MS,Brain - Hippocampus,108453333
G35344.GTEX-U3ZM-0008-SM-4DXTQ.7,GTEX-U3ZM-0008-SM-4DXTQ,GTEX-U3ZM,Cells - Transformed fibroblasts,84386666
G26682.GTEX-P4QT-1526-SM-3NMCT.1,GTEX-P4QT-1526-SM-3NMCT,GTEX-P4QT,Stomach,100893333
G64135.GTEX-13X6J-1326.1,GTEX-13X6J-1326-SM-5QGOV,GTEX-13X6J,Artery - Coronary,70346666
G46756.GTEX-Y5LM-0003.1,GTEX-Y5LM-0003-SM-4V6G1,GTEX-Y5LM,Cells - EBV-transformed lymphocytes,118440000
G53089.GTEX-11NSD-0626.3,GTEX-11NSD-0626-SM-5A5LU,GTEX-11NSD,Skin - Not Sun Exposed (Suprapubic),79080000
G35217.GTEX-T6MO-1126-SM-4DM5D.1,GTEX-T6MO-1126-SM-4DM5D,GTEX-T6MO,Ovary,61746666
G32760.GTEX-X585-0005-SM-46MV3.2,GTEX-X585-0005-SM-46MV3,GTEX-X585,Whole Blood,72680000
G62332.GTEX-11EM3-1226.2,GTEX-11EM3-1226-SM-5N9DD,GTEX-11EM3,Skin - Not Sun Exposed (Suprapubic),77613333
G59431.GTEX-ZYW4-1626.4,GTEX-ZYW4-1626-SM-5GIE6,GTEX-ZYW4,Esophagus - Gastroesophageal Junction,75146666
G34745.GTEX-XXEK-2026-SM-4BRVE.1,GTEX-XXEK-2026-SM-4BRVE,GTEX-XXEK,Heart - Atrial Appendage,83720000
G59577.GTEX-11P81-2426.3,GTEX-11P81-2426-SM-5GU65,GTEX-11P81,Adipose - Subcutaneous,84173333
G33977.GTEX-S33H-1826-SM-4AD65.3,GTEX-S33H-1826-SM-4AD65,GTEX-S33H,Prostate,97200000
G45914.GTEX-Y111-0926.2,GTEX-Y111-0926-SM-4SOIU,GTEX-Y111,Adipose - Visceral (Omentum),75546666
G18694.GTEX-R55G-0826-SM-2TC5U.2,GTEX-R55G-0826-SM-2TC5U,GTEX-R55G,Lung,105586666
G47184.GTEX-YFCO-0526.1,GTEX-YFCO-0526-SM-4W1ZJ,GTEX-YFCO,Esophagus - Muscularis,120013333
G52480.GTEX-11EM3-0126.3,GTEX-11EM3-0126-SM-5985K,GTEX-11EM3,Thyroid,105520000
G62093.GTEX-13NZ8-0826.2,GTEX-13NZ8-0826-SM-5MR3I,GTEX-13NZ8,Skin - Sun Exposed (Lower leg),90866666
G59212.GTEX-1269C-0626.3,GTEX-1269C-0626-SM-5FQSS,GTEX-1269C,Liver,83240000
G56088.GTEX-12WSD-0011-R5b.2,GTEX-12WSD-0011-R5b-SM-5CVNG,GTEX-12WSD,Brain - Caudate (basal ganglia),87200000
G60546.GTEX-131XE-0526.2,GTEX-131XE-0526-SM-5K7YT,GTEX-131XE,Heart - Atrial Appendage,69973333
G25647.GTEX-WRHK-1626-SM-3MJFH.1,GTEX-WRHK-1626-SM-3MJFH,GTEX-WRHK,Muscle - Skeletal,130386666
G56107.GTEX-11ZTT-1826.2,GTEX-11ZTT-1826-SM-5CVLN,GTEX-11ZTT,Ovary,73440000
G62848.GTEX-12WSA-0011-R10b.3,GTEX-12WSA-0011-R10b-SM-5P9ET,GTEX-12WSA,Brain - Frontal Cortex (BA9),136893333
G63876.GTEX-11DXX-2626.2,GTEX-11DXX-2626-SM-5Q5A3,GTEX-11DXX,Artery - Tibial,80280000
G32440.GTEX-QVJO-0008-SM-447AU.2,GTEX-QVJO-0008-SM-447AU,GTEX-QVJO,Cells - Transformed fibroblasts,57253333
G41020.GTEX-WH7G-1926-SM-4LVMM.3,GTEX-WH7G-1926-SM-4LVMM,GTEX-WH7G,Testis,69933333
G62461.GTEX-11UD2-0005.2,GTEX-11UD2-0005-SM-5NQ9B,GTEX-11UD2,Whole Blood,73080000
G18460.GTEX-P4PQ-0126-SM-2S1NM.1,GTEX-P4PQ-0126-SM-2S1NM,GTEX-P4PQ,Skin - Sun Exposed (Lower leg),82813333
G21106.GTEX-PWCY-0005-SM-33HBP.1,GTEX-PWCY-0005-SM-33HBP,GTEX-PWCY,Whole Blood,133973333
G47164.GTEX-YECK-0426.1,GTEX-YECK-0426-SM-4W1Z5,GTEX-YECK,Nerve - Tibial,143920000
G42478.GTEX-QEL4-1126.2,GTEX-QEL4-1126-SM-4R1JJ,GTEX-QEL4,Artery - Aorta,62173333
G61821.GTEX-13VXT-0226.2,GTEX-13VXT-0226-SM-5LU9Q,GTEX-13VXT,Adipose - Subcutaneous,62866666
G58554.GTEX-1212Z-2726.2,GTEX-1212Z-2726-SM-5EQ59,GTEX-1212Z,Nerve - Tibial,69506666
G23459.GTEX-WEY5-2326-SM-3GIKK.1,GTEX-WEY5-2326-SM-3GIKK,GTEX-WEY5,Skin - Not Sun Exposed (Suprapubic),81186666
G59476.GTEX-111YS-1426.4,GTEX-111YS-1426-SM-5GID8,GTEX-111YS,Small Intestine - Terminal Ileum,77200000
G64415.GTEX-13RTK-0226.1,GTEX-13RTK-0226-SM-5RQHR,GTEX-13RTK,Stomach,69253333
G60353.GTEX-1339X-0826.3,GTEX-1339X-0826-SM-5J2O6,GTEX-1339X,Adrenal Gland,85640000
G60487.GTEX-139UW-0426.2,GTEX-139UW-0426-SM-5K7V4,GTEX-139UW,Artery - Aorta,78426666
G62015.GTEX-13FHO-0011-R7b.2,GTEX-13FHO-0011-R7b-SM-5LZXD,GTEX-13FHO,Brain - Putamen (basal ganglia),74600000
G21051.GTEX-T2IS-1026-SM-32QP1.1,GTEX-T2IS-1026-SM-32QP1,GTEX-T2IS,Artery - Tibial,160520000
G20922.GTEX-SUCS-1926-SM-32PM3.2,GTEX-SUCS-1926-SM-32PM3,GTEX-SUCS,Skin - Sun Exposed (Lower leg),120560000
G59303.GTEX-12WSI-0226.2,GTEX-12WSI-0226-SM-5GCNA,GTEX-12WSI,Liver,59840000
G16814.GTEX-P4QR-0726.3,GTEX-P4QR-0726-SM-2I5GO,GTEX-P4QR,Muscle - Skeletal,142840000
G18421.GTEX-QVJO-0011-R5A-SM-2S1QM.1,GTEX-QVJO-0011-R5A-SM-2S1QM,GTEX-QVJO,Brain - Caudate (basal ganglia),83573333
G42376.GTEX-XBEW-1026.2,GTEX-XBEW-1026-SM-4QARV,GTEX-XBEW,Muscle - Skeletal,136373333
G26587.GTEX-WYVS-2126-SM-3NMA3.1,GTEX-WYVS-2126-SM-3NMA3,GTEX-WYVS,Skin - Sun Exposed (Lower leg),110906666
G60371.GTEX-13FHO-0011-R10b.3,GTEX-13FHO-0011-R10b-SM-5J2MM,GTEX-13FHO,Brain - Frontal Cortex (BA9),115093333
G60865.GTEX-1399S-2626.2,GTEX-1399S-2626-SM-5L3DU,GTEX-1399S,Artery - Tibial,70320000
G52576.GTEX-ZV7C-0726.2,GTEX-ZV7C-0726-SM-59HKH,GTEX-ZV7C,Pancreas,107946666
G19419.GTEX-S95S-1326-SM-2XCDK.1,GTEX-S95S-1326-SM-2XCDK,GTEX-S95S,Adipose - Subcutaneous,82520000
G53818.GTEX-12WSA-0326.2,GTEX-12WSA-0326-SM-5BC6I,GTEX-12WSA,Adipose - Subcutaneous,75160000
G40992.GTEX-WFJO-0626-SM-4LVMC.3,GTEX-WFJO-0626-SM-4LVMC,GTEX-WFJO,Pancreas,63120000
G35234.GTEX-T5JW-0926-SM-4DM5K.1,GTEX-T5JW-0926-SM-4DM5K,GTEX-T5JW,Stomach,63746666
G33824.GTEX-Q2AG-3026-SM-48U1L.3,GTEX-Q2AG-3026-SM-48U1L,GTEX-Q2AG,Pituitary,71093333
G26550.GTEX-WYJK-0526-SM-3NM8Z.1,GTEX-WYJK-0526-SM-3NM8Z,GTEX-WYJK,Skin - Not Sun Exposed (Suprapubic),123346666
G65140.GTEX-14E7W-0426.2,GTEX-14E7W-0426-SM-5S2O4,GTEX-14E7W,Nerve - Tibial,82760000
G32928.GTEX-RVPU-1526-SM-47JXQ.3,GTEX-RVPU-1526-SM-47JXQ,GTEX-RVPU,Artery - Tibial,72266666
G59941.GTEX-ZAK1-1826.2,GTEX-ZAK1-1826-SM-5HL93,GTEX-ZAK1,Esophagus - Gastroesophageal Junction,69506666
G22964.GTEX-U3ZM-1226-SM-3DB9G.1,GTEX-U3ZM-1226-SM-3DB9G,GTEX-U3ZM,Muscle - Skeletal,110773333
G59839.GTEX-11I78-0126.2,GTEX-11I78-0126-SM-5HL6F,GTEX-11I78,Lung,80933333
G60780.GTEX-13NZA-0011-R10b.2,GTEX-13NZA-0011-R10b-SM-5KM54,GTEX-13NZA,Brain - Frontal Cortex (BA9),89653333
G33797.GTEX-PX3G-0826-SM-48TZS.3,GTEX-PX3G-0826-SM-48TZS,GTEX-PX3G,Liver,67786666
G25928.GTEX-WWYW-1326-SM-3NB2S.2,GTEX-WWYW-1326-SM-3NB2S,GTEX-WWYW,Heart - Left Ventricle,133613333
G59373.GTEX-12ZZY-1326.2,GTEX-12ZZY-1326-SM-5GCNW,GTEX-12ZZY,Artery - Aorta,86120000
G62267.GTEX-ZYY3-2626.2,GTEX-ZYY3-2626-SM-5N9DH,GTEX-ZYY3,Vagina,71986666
G56122.GTEX-YEC4-1126.2,GTEX-YEC4-1126-SM-5CVLW,GTEX-YEC4,Esophagus - Muscularis,92840000
G26535.GTEX-S95S-0002-SM-3NM8K.1,GTEX-S95S-0002-SM-3NM8K,GTEX-S95S,Cells - EBV-transformed lymphocytes,125213333
G35219.GTEX-T6MO-1426-SM-4DM73.1,GTEX-T6MO-1426-SM-4DM73,GTEX-T6MO,Cervix - Endocervix,67053333
G29345.GTEX-N7MS-0126-SM-3TW8O.1,GTEX-N7MS-0126-SM-3TW8O,GTEX-N7MS,Testis,118880000
G59376.GTEX-13113-0426.2,GTEX-13113-0426-SM-5GCOD,GTEX-13113,Lung,71266666
G65059.GTEX-ZAJG-2726.2,GTEX-ZAJG-2726-SM-5S2MU,GTEX-ZAJG,Ovary,60746666
G62063.GTEX-13G51-0011-R7b.2,GTEX-13G51-0011-R7b-SM-5LZXG,GTEX-13G51,Brain - Putamen (basal ganglia),69986666
G60208.GTEX-13FTW-0126.2,GTEX-13FTW-0126-SM-5IJED,GTEX-13FTW,Adrenal Gland,85280000
G16553.GTEX-Q2AG-0011-R3A.2,GTEX-Q2AG-0011-R3A-SM-2HMJ9,GTEX-Q2AG,Brain - Anterior cingulate cortex (BA24),107840000
G19348.GTEX-S33H-0626-SM-2XCBJ.1,GTEX-S33H-0626-SM-2XCBJ,GTEX-S33H,Lung,116520000
G63046.GTEX-11EQ9-2126.2,GTEX-11EQ9-2126-SM-5PNVW,GTEX-11EQ9,Muscle - Skeletal,74120000
G62502.GTEX-ZV7C-1826.2,GTEX-ZV7C-1826-SM-5NQ83,GTEX-ZV7C,Breast - Mammary Tissue,58466666
G60570.GTEX-13FHP-0011-R1b.2,GTEX-13FHP-0011-R1b-SM-5K7XL,GTEX-13FHP,Brain - Hippocampus,73186666
G49482.GTEX-ZE7O-2926.2,GTEX-ZE7O-2926-SM-51MSG,GTEX-ZE7O,Minor Salivary Gland,83813333
G59347.GTEX-12WSJ-0726.2,GTEX-12WSJ-0726-SM-5GCN6,GTEX-12WSJ,Esophagus - Muscularis,70786666
G35246.GTEX-T2YK-0008-SM-4DM6M.1,GTEX-T2YK-0008-SM-4DM6M,GTEX-T2YK,Cells - Transformed fibroblasts,87840000
G59400.GTEX-ZVZP-1026.4,GTEX-ZVZP-1026-SM-5GICI,GTEX-ZVZP,Thyroid,72586666
G34525.GTEX-XUJ4-2826-SM-4BOQ2.7,GTEX-XUJ4-2826-SM-4BOQ2,GTEX-XUJ4,Artery - Tibial,59866666
G34357.GTEX-XMK1-0626-SM-4B65A.3,GTEX-XMK1-0626-SM-4B65A,GTEX-XMK1,Thyroid,78493333
G60100.GTEX-13JVG-0526.2,GTEX-13JVG-0526-SM-5IJBN,GTEX-13JVG,Nerve - Tibial,77146666
G58328.GTEX-117YW-1426.2,GTEX-117YW-1426-SM-5EGGO,GTEX-117YW,Prostate,60786666
G62223.GTEX-13VXT-0526.2,GTEX-13VXT-0526-SM-5SI9O,GTEX-13VXT,Artery - Tibial,102146666
G65180.GTEX-11ZTT-0002.2,GTEX-11ZTT-0002-SM-5S2PA,GTEX-11ZTT,Cells - EBV-transformed lymphocytes,57333333
G63992.GTEX-13YAN-2026.1,GTEX-13YAN-2026-SM-5Q5EY,GTEX-13YAN,Esophagus - Muscularis,110413333
G58361.GTEX-11TT1-2526.2,GTEX-11TT1-2526-SM-5EGIB,GTEX-11TT1,Skin - Sun Exposed (Lower leg),77440000
G61145.GTEX-YB5E-1026.3,GTEX-YB5E-1026-SM-5IFI2,GTEX-YB5E,Esophagus - Gastroesophageal Junction,81466666
G45429.GTEX-Y8DK-0011-R3A.3,GTEX-Y8DK-0011-R3A-SM-4RTW5,GTEX-Y8DK,Brain - Anterior cingulate cortex (BA24),71066666
G61910.GTEX-12WSD-0011-R3b.2,GTEX-12WSD-0011-R3b-SM-5LZWN,GTEX-12WSD,Brain - Anterior cingulate cortex (BA24),69000000
G40898.GTEX-WEY5-1026-SM-4LMK9.3,GTEX-WEY5-1026-SM-4LMK9,GTEX-WEY5,Esophagus - Muscularis,69493333
G59204.GTEX-1212Z-0326.3,GTEX-1212Z-0326-SM-5FQSJ,GTEX-1212Z,Testis,97466666
G46544.GTEX-Y114-0926.2,GTEX-Y114-0926-SM-4TT7J,GTEX-Y114,Esophagus - Mucosa,221600000
G52634.GTEX-YBZK-0326.2,GTEX-YBZK-0326-SM-59HLN,GTEX-YBZK,Muscle - Skeletal,98333333
G52262.GTEX-ZXG5-0008.1,GTEX-ZXG5-0008-SM-57WDB,GTEX-ZXG5,Cells - Transformed fibroblasts,72853333
G60416.GTEX-13FXS-3126.3,GTEX-13FXS-3126-SM-5J2NN,GTEX-13FXS,Brain - Cortex,106440000
G26775.GTEX-PLZ4-2726-SM-3P61A.2,GTEX-PLZ4-2726-SM-3P61A,GTEX-PLZ4,Vagina,118120000
G20897.GTEX-SN8G-0006-SM-32PLD.1,GTEX-SN8G-0006-SM-32PLD,GTEX-SN8G,Whole Blood,104106666
G16784.GTEX-PWO3-0005.4,GTEX-PWO3-0005-SM-2I5FS,GTEX-PWO3,Whole Blood,242013333
G60855.GTEX-13FXS-0011-R7a.2,GTEX-13FXS-0011-R7a-SM-5L3FC,GTEX-13FXS,Brain - Putamen (basal ganglia),80053333
G33856.GTEX-Q2AH-0008-SM-48U2J.3,GTEX-Q2AH-0008-SM-48U2J,GTEX-Q2AH,Cells - Transformed fibroblasts,65906666
G64232.GTEX-145MN-0326.1,GTEX-145MN-0326-SM-5QGQI,GTEX-145MN,Kidney - Cortex,57546666
G60642.GTEX-1339X-0526.2,GTEX-1339X-0526-SM-5KLYW,GTEX-1339X,Artery - Aorta,83146666
G34273.GTEX-XGQ4-0826-SM-4AT4T.2,GTEX-XGQ4-0826-SM-4AT4T,GTEX-XGQ4,Lung,72146666
G62958.GTEX-13112-0126.3,GTEX-13112-0126-SM-5P9IU,GTEX-13112,Skin - Not Sun Exposed (Suprapubic),106960000
G40900.GTEX-WFG7-0626-SM-4LMK6.3,GTEX-WFG7-0626-SM-4LMK6,GTEX-WFG7,Artery - Coronary,96760000
G61198.GTEX-YEC3-0226.3,GTEX-YEC3-0226-SM-5IFJO,GTEX-YEC3,Lung,115453333
G61202.GTEX-YEC3-0626.3,GTEX-YEC3-0626-SM-5IFHZ,GTEX-YEC3,Pancreas,100853333
G61062.GTEX-13VXT-1226.2,GTEX-13VXT-1226-SM-5LU3M,GTEX-13VXT,Pancreas,93946666
G60341.GTEX-13O61-2426.2,GTEX-13O61-2426-SM-5J1NV,GTEX-13O61,Adipose - Subcutaneous,92960000
G60779.GTEX-13NYB-0011-R8a.2,GTEX-13NYB-0011-R8a-SM-5KM4R,GTEX-13NYB,Brain - Hypothalamus,80853333
G62542.GTEX-13S86-0005.2,GTEX-13S86-0005-SM-5NQ7I,GTEX-13S86,Whole Blood,73586666
G25880.GTEX-OXRK-0126-SM-3NB1E.2,GTEX-OXRK-0126-SM-3NB1E,GTEX-OXRK,Adrenal Gland,115013333
G56249.GTEX-12WSM-0011-R10a.2,GTEX-12WSM-0011-R10a-SM-5DUWV,GTEX-12WSM,Brain - Frontal Cortex (BA9),85320000
G40756.GTEX-VJYA-0726-SM-4KL1T.2,GTEX-VJYA-0726-SM-4KL1T,GTEX-VJYA,Esophagus - Mucosa,66733333
G62045.GTEX-13FXS-0726.2,GTEX-13FXS-0726-SM-5LZXJ,GTEX-13FXS,Thyroid,66506666
G40906.GTEX-WEY5-1126-SM-4LMIE.3,GTEX-WEY5-1126-SM-4LMIE,GTEX-WEY5,Esophagus - Gastroesophageal Junction,84386666
G59738.GTEX-117YX-1026.2,GTEX-117YX-1026-SM-5H11V,GTEX-117YX,Stomach,80493333
G64360.GTEX-13PVR-0226.1,GTEX-13PVR-0226-SM-5RQJI,GTEX-13PVR,Adrenal Gland,71520000
G49060.GTEX-ZPU1-0226.1,GTEX-ZPU1-0226-SM-4WWC9,GTEX-ZPU1,Pancreas,75706666
G46748.GTEX-Y8LW-0005.1,GTEX-Y8LW-0005-SM-4V6EV,GTEX-Y8LW,Whole Blood,104293333
G46526.GTEX-YFC4-0326.1,GTEX-YFC4-0326-SM-4TT3U,GTEX-YFC4,Artery - Aorta,103106666
G59613.GTEX-111FC-0826.3,GTEX-111FC-0826-SM-5GZWO,GTEX-111FC,Heart - Left Ventricle,87133333
G35590.GTEX-WRHU-1226-SM-4E3IJ.4,GTEX-WRHU-1226-SM-4E3IJ,GTEX-WRHU,Heart - Left Ventricle,106026666
G52308.GTEX-ZEX8-2226.1,GTEX-ZEX8-2226-SM-57WC6,GTEX-ZEX8,Breast - Mammary Tissue,63666666
G49285.GTEX-XMD2-2126.2,GTEX-XMD2-2126-SM-4YCF8,GTEX-XMD2,Skin - Not Sun Exposed (Suprapubic),84320000
G59197.GTEX-12WSG-0526.3,GTEX-12WSG-0526-SM-5FQTH,GTEX-12WSG,Heart - Left Ventricle,87946666
G60826.GTEX-13O3O-0011-R1b.2,GTEX-13O3O-0011-R1b-SM-5KM2K,GTEX-13O3O,Brain - Hippocampus,74693333
G60145.GTEX-13PL7-0626.2,GTEX-13PL7-0626-SM-5IJCD,GTEX-13PL7,Muscle - Skeletal,79813333
G65196.GTEX-13PVR-0126.2,GTEX-13PVR-0126-SM-5S2PY,GTEX-13PVR,Liver,53346666
G62622.GTEX-145MO-0826.2,GTEX-145MO-0826-SM-5NQBL,GTEX-145MO,Breast - Mammary Tissue,86400000
G62903.GTEX-13O3O-0011-R6b.3,GTEX-13O3O-0011-R6b-SM-5P9GY,GTEX-13O3O,Brain - Nucleus accumbens (basal ganglia),114520000
G59934.GTEX-ZAJG-0126.2,GTEX-ZAJG-0126-SM-5HL94,GTEX-ZAJG,Skin - Sun Exposed (Lower leg),65280000
G58402.GTEX-11DXX-1926.2,GTEX-11DXX-1926-SM-5EGJK,GTEX-11DXX,Colon - Sigmoid,84946666
G49353.GTEX-ZPU1-1126.2,GTEX-ZPU1-1126-SM-4YCF3,GTEX-ZPU1,Skin - Not Sun Exposed (Suprapubic),101213333
G25134.GTEX-O5YW-0006-SM-3LK6E.1,GTEX-O5YW-0006-SM-3LK6E,GTEX-O5YW,Whole Blood,115413333
G62617.GTEX-14A5I-0326.2,GTEX-14A5I-0326-SM-5NQ9J,GTEX-14A5I,Muscle - Skeletal,110120000
G65068.GTEX-ZDTT-2126.2,GTEX-ZDTT-2126-SM-5S2OJ,GTEX-ZDTT,Breast - Mammary Tissue,67786666
G18708.GTEX-QXCU-0626-SM-2TC69.2,GTEX-QXCU-0626-SM-2TC69,GTEX-QXCU,Lung,101893333
G65086.GTEX-ZLV1-0926.2,GTEX-ZLV1-0926-SM-5S2MR,GTEX-ZLV1,Adipose - Visceral (Omentum),68800000
G56338.GTEX-ZZPT-0226.3,GTEX-ZZPT-0226-SM-5E43X,GTEX-ZZPT,Skin - Sun Exposed (Lower leg),96266666
G62189.GTEX-145ME-1226.2,GTEX-145ME-1226-SM-5SIB6,GTEX-145ME,Ovary,98773333
G61997.GTEX-13CF3-0926.2,GTEX-13CF3-0926-SM-5LZZC,GTEX-13CF3,Thyroid,72560000
G60308.GTEX-139TU-1126.2,GTEX-139TU-1126-SM-5J1NY,GTEX-139TU,Artery - Aorta,65080000
G61781.GTEX-11XUK-0005.2,GTEX-11XUK-0005-SM-5LU9F,GTEX-11XUK,Whole Blood,72640000
G62582.GTEX-146FH-1326.2,GTEX-146FH-1326-SM-5NQBI,GTEX-146FH,Artery - Aorta,89826666
G41517.GTEX-WVJS-0226.2,GTEX-WVJS-0226-SM-4MVOU,GTEX-WVJS,Adipose - Subcutaneous,86906666
G65600.GTEX-13S7M-0126.3,GTEX-13S7M-0126-SM-5SI6A,GTEX-13S7M,Skin - Sun Exposed (Lower leg),103080000
G59611.GTEX-111FC-1926.3,GTEX-111FC-1926-SM-5GZYC,GTEX-111FC,Testis,93706666
G52335.GTEX-ZVP2-0426.1,GTEX-ZVP2-0426-SM-57WC2,GTEX-ZVP2,Thyroid,102853333
G62770.GTEX-13VXU-0011-R5a.3,GTEX-13VXU-0011-R5a-SM-5O9D7,GTEX-13VXU,Brain - Caudate (basal ganglia),110506666
G26738.GTEX-X3Y1-2426-SM-3P5Z7.2,GTEX-X3Y1-2426-SM-3P5Z7,GTEX-X3Y1,Nerve - Tibial,115573333
G56275.GTEX-1399T-0011-R2b.2,GTEX-1399T-0011-R2b-SM-5DUXM,GTEX-1399T,Brain - Substantia nigra,68893333
G52467.GTEX-11EQ9-0126.3,GTEX-11EQ9-0126-SM-5986I,GTEX-11EQ9,Adrenal Gland,91480000
G65656.GTEX-12WSM-0008.2,GTEX-12WSM-0008-SM-5S2VD,GTEX-12WSM,Cells - Transformed fibroblasts,84400000
G59800.GTEX-11EQ9-1726.2,GTEX-11EQ9-1726-SM-5HL6U,GTEX-11EQ9,Prostate,58866666
G49171.GTEX-ZLWG-1126.1,GTEX-ZLWG-1126-SM-4WWFQ,GTEX-ZLWG,Vagina,114946666
G59509.GTEX-12WSH-0011-R2a.2,GTEX-12WSH-0011-R2a-SM-5GU68,GTEX-12WSH,Brain - Substantia nigra,66613333
G26792.GTEX-SSA3-0002-SM-3P61R.2,GTEX-SSA3-0002-SM-3P61R,GTEX-SSA3,Cells - EBV-transformed lymphocytes,120786666
G65179.GTEX-1211K-0001.2,GTEX-1211K-0001-SM-5S2P9,GTEX-1211K,Cells - EBV-transformed lymphocytes,57706666
G59757.GTEX-11EM3-0526.2,GTEX-11EM3-0526-SM-5H12N,GTEX-11EM3,Artery - Coronary,74093333
G63928.GTEX-1497J-0126.2,GTEX-1497J-0126-SM-5Q5BK,GTEX-1497J,Thyroid,80106666
G35275.GTEX-TMMY-1226-SM-4DXT6.7,GTEX-TMMY-1226-SM-4DXT6,GTEX-TMMY,Esophagus - Muscularis,61773333
G42241.GTEX-WZTO-1526.4,GTEX-WZTO-1526-SM-4PQYQ,GTEX-WZTO,Esophagus - Muscularis,66360000
G62810.GTEX-13OW7-0011-R11a.3,GTEX-13OW7-0011-R11a-SM-5O9DY,GTEX-13OW7,Brain - Cerebellar Hemisphere,125440000
G22946.GTEX-U8T8-0426-SM-3DB8X.1,GTEX-U8T8-0426-SM-3DB8X,GTEX-U8T8,Nerve - Tibial,121093333
G59140.GTEX-11TTK-0426.6,GTEX-11TTK-0426-SM-5EQLT,GTEX-11TTK,Nerve - Tibial,76893333
G16568.GTEX-Q2AG-0011-R7A.2,GTEX-Q2AG-0011-R7A-SM-2HMJP,GTEX-Q2AG,Brain - Putamen (basal ganglia),115773333
G64204.GTEX-14A6H-2826.1,GTEX-14A6H-2826-SM-5QGPM,GTEX-14A6H,Muscle - Skeletal,64026666
G47095.GTEX-YEC4-0002.1,GTEX-YEC4-0002-SM-4W1Z6,GTEX-YEC4,Cells - EBV-transformed lymphocytes,137240000
G34736.GTEX-XV7Q-2226-SM-4BRVY.1,GTEX-XV7Q-2226-SM-4BRVY,GTEX-XV7Q,Colon - Sigmoid,79986666
G62712.GTEX-144GL-1026.2,GTEX-144GL-1026-SM-5O99R,GTEX-144GL,Heart - Atrial Appendage,82186666
G40903.GTEX-WFG7-1126-SM-4LMK3.3,GTEX-WFG7-1126-SM-4LMK3,GTEX-WFG7,Esophagus - Mucosa,72600000
G46912.GTEX-Y8LW-2126.1,GTEX-Y8LW-2126-SM-4VBRX,GTEX-Y8LW,Nerve - Tibial,107413333
G65692.GTEX-14C38-1226.2,GTEX-14C38-1226-SM-5S2UK,GTEX-14C38,Artery - Coronary,80120000
G65574.GTEX-T5JC-0011-R6A.3,GTEX-T5JC-0011-R6A-SM-5SI89,GTEX-T5JC,Brain - Nucleus accumbens (basal ganglia),76013333
G18396.GTEX-Q2AG-0626-SM-2S1PV.1,GTEX-Q2AG-0626-SM-2S1PV,GTEX-Q2AG,Nerve - Tibial,97106666
G60537.GTEX-13VXT-1926.2,GTEX-13VXT-1926-SM-5K7UO,GTEX-13VXT,Skin - Not Sun Exposed (Suprapubic),80986666
G60984.GTEX-13PVQ-2126.2,GTEX-13PVQ-2126-SM-5L3FW,GTEX-13PVQ,Stomach,73360000
G61918.GTEX-12ZZW-3026.2,GTEX-12ZZW-3026-SM-5LZW7,GTEX-12ZZW,Pituitary,68680000
